step,equity,inventory,bid,ask,bid_missing,ask_missing,t,mid_mark,microprice,spread,bid_sz,ask_sz,imbalance,cash,inv_value,realized_pnl,unreal_pnl,fees_paid,mm_fills,mm_cancels_sub,mm_cancels_ok,mm_bid_px,mm_ask_px,mm_bid_qty,mm_ask_qty,mm_at_best_bid,mm_at_best_ask,tob_share_bid,tob_share_ask,last_trade_px,last_trade_sign
79,-2.6236000000,-132,99.9700000000,99.9800000000,0,0,8.000000,99.9300000000,99.9753846154,0.0100000000,14,12,0.076923,13188.1364000000,-13190.7600000000,-4.6984347861,1.9484347860,-0.1264000000,632,1068,110,99.9700000000,100.2500000000,1,1,1,0,0.0714285714,nan,99.9700000000,-1
80,-6.6112000000,-126,99.9700000000,99.9800000000,0,0,8.100000,99.9600000000,99.9731250000,0.0100000000,5,11,-0.375000,12588.3488000000,-12594.9600000000,-4.9218404475,-1.8181595525,-0.1288000000,644,1075,111,99.9700000000,100.1700000000,1,1,1,0,0.2000000000,nan,99.9700000000,-1
81,-0.8481999999,-115,99.9500000000,99.9800000000,0,0,8.200000,99.9100000000,99.9665000000,0.0300000000,11,9,0.100000,11488.8018000001,-11489.6500000000,-5.1377068460,4.1577068460,-0.1318000000,659,1084,112,99.9700000000,100.1600000000,0,1,0,0,nan,nan,99.9800000000,1
82,-4.3569999999,-109,99.9500000000,99.9600000000,0,0,8.300000,99.9400000000,99.9583333333,0.0100000000,10,2,0.666667,10889.1030000001,-10893.4600000000,-5.1607830105,0.6707830105,-0.1330000000,665,1086,113,99.9500000000,nan,1,0,1,0,0.1000000000,nan,99.9600000000,1
83,-14.2057999999,-111,99.9700000000,99.9800000000,0,0,8.400000,100.0300000000,99.9711111111,0.0100000000,1,8,-0.777778,11089.1242000001,-11103.3300000000,-5.1672662787,-9.1727337213,-0.1342000000,671,1093,115,nan,nan,0,0,0,0,nan,nan,99.9500000000,-1
84,-6.3849999999,-113,99.9700000000,99.9800000000,0,0,8.500000,99.9600000000,99.9788235294,0.0100000000,15,2,0.764706,11289.0950000001,-11295.4800000000,-5.1890446447,-1.3309553553,-0.1350000000,675,1121,115,99.9700000000,100.2800000000,1,1,1,0,0.0666666667,nan,99.9700000000,-1
85,-5.2933999999,-109,99.9700000000,99.9900000000,0,0,8.600000,99.9500000000,99.9772000000,0.0200000000,9,16,-0.280000,10889.2566000001,-10894.5500000000,-5.3189552339,-0.1110447661,-0.1366000000,683,1130,116,99.9700000000,100.2100000000,1,1,1,0,0.1111111111,nan,99.9700000000,-1
86,0.0478000001,-107,99.9800000000,99.9900000000,0,0,8.700000,99.9000000000,99.9857500000,0.0100000000,23,17,0.150000,10689.3478000001,-10689.3000000000,-5.4111555816,5.3211555816,-0.1378000000,689,1166,118,99.9800000000,100.1200000000,1,1,1,0,0.0434782609,nan,99.9800000000,-1
87,8.3194000001,-99,99.9800000000,99.9900000000,0,0,8.800000,99.8100000000,99.9848275862,0.0100000000,14,15,-0.034483,9889.5094000001,-9881.1900000000,-5.6533121737,13.8333121736,-0.1394000000,697,1184,120,nan,100.0800000000,0,1,0,0,nan,nan,99.9800000000,-1
88,1.5824000001,-84,99.9700000000,99.9900000000,0,0,8.900000,99.8600000000,99.9766666667,0.0200000000,7,14,-0.333333,8389.8224000001,-8388.2400000000,-6.0973557837,7.5373557837,-0.1424000000,712,1192,122,nan,nan,0,0,0,0,nan,nan,99.9700000000,-1
89,-6.2745999999,-71,99.9700000000,99.9900000000,0,0,9.000000,99.9500000000,99.9781818182,0.0200000000,9,13,-0.181818,7090.1754000001,-7096.4500000000,-6.4389821092,0.0189821091,-0.1454000000,727,1213,122,99.9700000000,100.0600000000,1,1,1,0,0.1111111111,nan,99.9700000000,-1
90,-2.7815999999,-62,99.9800000000,99.9900000000,0,0,9.100000,99.8900000000,99.9830769231,0.0100000000,4,9,-0.384615,6190.3984000001,-6193.1800000000,-6.7687367056,3.8387367056,-0.1484000000,742,1239,124,99.9800000000,100.1000000000,1,1,1,0,0.2500000000,nan,99.9800000000,-1
91,-2.0093999999,-57,99.9700000000,99.9900000000,0,0,9.200000,99.8700000000,99.9838461538,0.0200000000,9,4,0.384615,5690.5806000001,-5692.5900000000,-6.9309022787,4.7709022787,-0.1506000000,753,1263,126,99.9600000000,100.0400000000,1,1,0,0,nan,nan,99.9700000000,-1
92,-6.6975999999,-50,99.9800000000,99.9900000000,0,0,9.300000,99.9500000000,99.9876923077,0.0100000000,10,3,0.538462,4990.8024000001,-4997.5000000000,-7.0692472442,0.2192472442,-0.1524000000,762,1285,128,99.9800000000,100.0500000000,1,1,1,0,0.1000000000,nan,99.9800000000,-1
93,-10.2869999999,-53,99.9900000000,100.0000000000,0,0,9.400000,100.0200000000,99.9902564103,0.0100000000,1,38,-0.948718,5290.7730000001,-5301.0600000000,-7.0692472442,-3.3707527558,-0.1530000000,765,1296,130,nan,100.1300000000,0,1,0,0,nan,nan,99.9900000000,1
94,-8.5641999999,-65,99.9900000000,100.0000000000,0,0,9.500000,99.9900000000,99.9926470588,0.0100000000,9,25,-0.470588,6490.7858000001,-6499.3500000000,-7.0947972866,-1.6252027134,-0.1558000000,779,1307,130,99.9900000000,100.1200000000,1,1,1,0,0.1111111111,nan,100.0000000000,1
95,-11.9819999999,-70,99.9900000000,100.0000000000,0,0,9.600000,100.0400000000,99.9926086957,0.0100000000,6,17,-0.478261,6990.8180000001,-7002.8000000000,-7.1638023237,-4.9761976763,-0.1580000000,790,1321,131,99.9900000000,100.1600000000,1,1,1,0,0.1666666667,nan,99.9900000000,-1
96,-12.2397999999,-77,99.9900000000,100.0000000000,0,0,9.700000,100.0400000000,99.9938461538,0.0100000000,5,8,-0.230769,7690.8402000001,-7703.0800000000,-7.2034241779,-5.1965758222,-0.1602000000,801,1333,132,99.9900000000,100.2000000000,1,1,1,0,0.2000000000,nan,100.0000000000,1
97,-6.7383999999,-80,99.9900000000,100.0000000000,0,0,9.800000,99.9700000000,99.9950000000,0.0100000000,5,5,0.000000,7990.8616000001,-7997.6000000000,-7.2366692354,0.3366692354,-0.1616000000,808,1346,133,99.9900000000,100.1800000000,1,1,1,0,0.2000000000,nan,100.0000000000,1
98,-15.2263999999,-88,99.9900000000,100.0100000000,0,0,9.900000,100.0700000000,99.9934782609,0.0200000000,4,19,-0.652174,8790.9336000001,-8806.1600000000,-7.2515286422,-8.1384713578,-0.1636000000,818,1350,135,nan,100.2300000000,0,1,0,0,nan,nan,100.0100000000,1
99,-12.7845999999,-95,100.0000000000,100.0100000000,0,0,10.000000,100.0400000000,100.0045000000,0.0100000000,9,11,-0.100000,9491.0154000001,-9503.8000000000,-7.2729404154,-5.6770595847,-0.1654000000,827,1359,135,100.0000000000,100.2100000000,1,1,1,0,0.1111111111,nan,100.0100000000,1
100,-23.2617999998,-103,100.0000000000,100.0200000000,0,0,10.100000,100.1400000000,100.0042857143,0.0200000000,6,22,-0.571429,10291.1582000002,-10314.4200000000,-7.3264614708,-16.1035385292,-0.1682000000,841,1364,136,100.0000000000,100.2500000000,1,1,1,0,0.1666666667,nan,100.0200000000,1
101,-26.4401999998,-111,100.0100000000,100.0200000000,0,0,10.200000,100.1600000000,100.0153571429,0.0100000000,15,13,0.071429,11091.3198000002,-11117.7600000000,-7.3264614708,-19.2835385292,-0.1698000000,849,1388,138,100.0100000000,100.4000000000,1,1,1,0,0.0666666667,nan,100.0200000000,1
102,-14.4373999998,-119,100.0100000000,100.0300000000,0,0,10.300000,100.0500000000,100.0160000000,0.0200000000,12,28,-0.400000,11891.5126000002,-11905.9500000000,-7.3924875448,-7.2175124552,-0.1726000000,863,1399,139,100.0100000000,100.3300000000,1,1,1,0,0.0833333333,nan,100.0200000000,1
103,-7.1761999998,-121,100.0200000000,100.0300000000,0,0,10.400000,99.9900000000,100.0227027027,0.0100000000,10,27,-0.459459,12091.6138000002,-12098.7900000000,-7.4314660134,0.0814660134,-0.1738000000,869,1423,141,100.0200000000,100.2600000000,1,1,1,0,0.1000000000,nan,100.0100000000,-1
104,-16.8647999998,-122,100.0200000000,100.0300000000,0,0,10.500000,100.0700000000,100.0241025641,0.0100000000,16,23,-0.179487,12191.6752000002,-12208.5400000000,-7.5169089867,-9.5230910133,-0.1752000000,876,1429,142,100.0200000000,nan,1,0,1,0,0.0625000000,nan,100.0200000000,-1
105,-13.2237999998,-125,100.0200000000,100.0300000000,0,0,10.600000,100.0400000000,100.0244444444,0.0100000000,16,20,-0.111111,12491.7762000002,-12505.0000000000,-7.5437589154,-5.8562410846,-0.1762000000,881,1439,142,100.0200000000,100.3300000000,1,1,1,0,0.0625000000,nan,100.0200000000,-1
106,-13.2121999998,-127,100.0200000000,100.0300000000,0,0,10.700000,100.0400000000,100.0248387097,0.0100000000,15,16,-0.032258,12691.8678000002,-12705.0800000000,-7.6222844571,-5.7677155429,-0.1778000000,889,1447,143,100.0200000000,100.3200000000,1,1,1,0,0.0666666667,nan,100.0300000000,1
107,-13.2305999998,-131,100.0200000000,100.0300000000,0,0,10.800000,100.0400000000,100.0263636364,0.0100000000,14,8,0.272727,13092.0094000002,-13105.2400000000,-7.6714800808,-5.7385199192,-0.1794000000,897,1460,144,100.0200000000,100.3400000000,1,1,1,0,0.0714285714,nan,100.0300000000,1
108,-22.5995999998,-134,100.0200000000,100.0400000000,0,0,10.900000,100.1100000000,100.0245283019,0.0200000000,12,41,-0.547170,13392.1404000002,-13414.7400000000,-7.6943794832,-15.0856205168,-0.1804000000,902,1470,145,100.0200000000,100.3700000000,1,1,1,0,0.0833333333,nan,100.0400000000,1
109,-14.4885999998,-133,100.0300000000,100.0400000000,0,0,11.000000,100.0500000000,100.0313333333,0.0100000000,6,39,-0.733333,13292.1614000002,-13306.6500000000,-7.7602387593,-6.9097612407,-0.1814000000,907,1482,147,100.0300000000,100.3300000000,1,1,1,0,0.1666666667,nan,100.0200000000,-1
110,-13.1573999998,-139,100.0300000000,100.0400000000,0,0,11.100000,100.0400000000,100.0318181818,0.0100000000,8,36,-0.636364,13892.4026000002,-13905.5600000000,-7.7602387593,-5.5797612407,-0.1826000000,913,1486,148,100.0300000000,100.3400000000,1,1,1,0,0.1250000000,nan,100.0400000000,1
111,0.8050000002,-139,100.0300000000,100.0400000000,0,0,11.200000,99.9400000000,100.0309375000,0.0100000000,3,29,-0.812500,13892.4650000002,-13891.6600000000,-7.9337895671,8.5537895671,-0.1850000000,925,1487,148,100.0300000000,100.3400000000,1,1,1,0,0.3333333333,nan,100.0300000000,-1
112,2.2666000002,-139,100.0200000000,100.0400000000,0,0,11.300000,99.9300000000,100.0207407407,0.0200000000,1,26,-0.925926,13892.5366000002,-13890.2700000000,-8.0154551113,10.0954551113,-0.1866000000,933,1496,149,100.0300000000,100.2700000000,0,1,0,0,nan,nan,100.0200000000,-1
113,2.0690000002,-135,100.0100000000,100.0400000000,0,0,11.400000,99.9300000000,100.0193103448,0.0300000000,9,20,-0.379310,13492.6190000002,-13490.5500000000,-8.0725042866,9.9525042866,-0.1890000000,945,1507,150,100.0300000000,100.2500000000,0,1,0,0,nan,nan,100.0400000000,1
114,-5.9895999998,-132,100.0000000000,100.0100000000,0,0,11.500000,99.9900000000,100.0085714286,0.0100000000,6,1,0.714286,13192.6904000002,-13198.6800000000,-8.0617590316,1.8817590317,-0.1904000000,952,1519,151,100.0300000000,100.2100000000,0,1,0,0,nan,nan,100.0000000000,-1
115,-15.2295999998,-132,100.0000000000,100.0400000000,0,0,11.600000,100.0600000000,100.0138461538,0.0400000000,9,17,-0.307692,13192.6904000002,-13207.9200000000,-8.0617590316,-7.3582409683,-0.1904000000,952,1523,152,100.0000000000,100.2700000000,1,1,1,0,0.1111111111,nan,100.0300000000,1
116,-27.6585999998,-137,100.0300000000,100.0400000000,0,0,11.700000,100.1500000000,100.0394117647,0.0100000000,16,1,0.882353,13692.8914000002,-13720.5500000000,-8.0617590316,-19.7882409683,-0.1914000000,957,1545,154,100.0300000000,100.3800000000,1,1,1,0,0.0625000000,nan,100.0400000000,1
117,-35.6865999998,-145,100.0400000000,100.0500000000,0,0,11.800000,100.2000000000,100.0414285714,0.0100000000,5,30,-0.714286,14493.3134000002,-14529.0000000000,-8.0840384828,-27.7959615172,-0.1934000000,967,1561,156,100.0400000000,100.4700000000,1,1,1,0,0.2000000000,nan,100.0500000000,1
118,-37.4737999998,-157,100.0400000000,100.0500000000,0,0,11.900000,100.2000000000,100.0448484848,0.0100000000,16,17,-0.030303,15693.9262000002,-15731.4000000000,-8.1151674727,-29.5548325273,-0.1962000000,981,1575,156,100.0400000000,100.4800000000,1,1,1,0,0.0625000000,nan,100.0500000000,1
119,-30.6113999998,-167,100.0400000000,100.0500000000,0,0,12.000000,100.1500000000,100.0478947368,0.0100000000,15,4,0.578947,16694.4386000002,-16725.0500000000,-8.1409105235,-22.6690894765,-0.1986000000,993,1584,157,100.0400000000,100.5400000000,1,1,1,0,0.0666666667,nan,100.0500000000,1
120,-48.7173999998,-175,100.0500000000,100.0600000000,0,0,12.100000,100.2500000000,100.0550000000,0.0100000000,1,1,0.000000,17495.0326000002,-17543.7500000000,-8.3008456841,-40.6191543159,-0.2026000000,1013,1594,159,100.0500000000,100.5200000000,1,1,1,0,1.0000000000,nan,100.0600000000,1
121,-35.2353999998,-181,100.0600000000,100.0800000000,0,0,12.200000,100.1700000000,100.0771428571,0.0200000000,12,2,0.714286,18095.5346000002,-18130.7700000000,-8.3729640966,-27.0670359034,-0.2046000000,1023,1612,160,100.0600000000,100.5900000000,1,1,1,0,0.0833333333,nan,100.0800000000,1
122,-20.6329999998,-181,100.0800000000,100.0900000000,0,0,12.300000,100.0900000000,100.0843750000,0.0100000000,7,9,-0.125000,18095.6570000002,-18116.2900000000,-8.6619156670,-12.1780843330,-0.2070000000,1035,1632,162,100.0800000000,100.5600000000,1,1,1,0,0.1428571429,nan,100.0800000000,-1
123,-20.5205999999,-175,100.0800000000,100.0900000000,0,0,12.400000,100.0900000000,100.0825000000,0.0100000000,2,6,-0.500000,17495.2294000001,-17515.7500000000,-9.1570690924,-11.5729309075,-0.2094000000,1047,1641,163,100.0800000000,100.5000000000,0,1,1,0,0.0000000000,nan,100.0900000000,1
124,-40.1897999999,-179,100.0900000000,100.1000000000,0,0,12.500000,100.2000000000,100.0927272727,0.0100000000,3,8,-0.454545,17895.6102000001,-17935.8000000000,-9.1570690924,-31.2429309075,-0.2102000000,1051,1645,163,100.0900000000,100.4800000000,1,1,1,0,0.3333333333,nan,100.1000000000,1
125,-22.2581999999,-183,100.0900000000,100.1100000000,0,0,12.600000,100.1000000000,100.0933333333,0.0200000000,3,15,-0.666667,18296.0418000001,-18318.3000000000,-9.2837036094,-13.1862963906,-0.2118000000,1059,1648,164,100.0900000000,100.5300000000,1,1,1,0,0.3333333333,nan,100.1000000000,-1
126,-20.4673999999,-179,100.1000000000,100.1100000000,0,0,12.700000,100.0900000000,100.1050000000,0.0100000000,17,17,0.000000,17895.6426000001,-17916.1100000000,-9.5719286671,-11.1080713329,-0.2126000000,1063,1684,166,100.1000000000,100.5000000000,1,1,1,0,0.0588235294,nan,100.1000000000,-1
127,-29.1047999999,-172,100.1000000000,100.1100000000,0,0,12.800000,100.1400000000,100.1031818182,0.0100000000,7,15,-0.363636,17194.9752000001,-17224.0800000000,-10.2869281748,-19.0330718252,-0.2152000000,1076,1696,167,100.1000000000,100.4300000000,1,1,1,0,0.1428571429,nan,100.1100000000,1
128,-22.2139999999,-170,100.1000000000,100.1100000000,0,0,12.900000,100.1000000000,100.1030000000,0.0100000000,6,14,-0.400000,16994.7860000001,-17017.0000000000,-10.4975016747,-11.9324983253,-0.2160000000,1080,1704,168,100.1000000000,100.4900000000,1,1,1,0,0.1666666667,nan,100.1000000000,-1
129,-27.3827999999,-174,100.1000000000,100.1100000000,0,0,13.000000,100.1300000000,100.1053846154,0.0100000000,7,6,0.076923,17395.2372000001,-17422.6200000000,-10.5672238871,-17.0327761129,-0.2172000000,1086,1712,169,100.1000000000,100.5000000000,1,1,1,0,0.1428571429,nan,100.1100000000,1
130,-32.6813999999,-177,100.1100000000,100.1200000000,0,0,13.100000,100.1600000000,100.1111764706,0.0100000000,2,15,-0.764706,17695.6386000001,-17728.3200000000,-10.7024978107,-22.1975021893,-0.2186000000,1093,1717,171,100.1100000000,nan,1,0,1,0,0.5000000000,nan,100.1200000000,1
131,-20.1799999999,-180,100.1100000000,100.1200000000,0,0,13.200000,100.0900000000,100.1156521739,0.0100000000,13,10,0.130435,17996.0200000001,-18016.2000000000,-10.8486242084,-9.5513757916,-0.2200000000,1100,1725,171,100.1100000000,100.5500000000,1,1,1,0,0.0769230769,nan,100.1100000000,-1
132,0.6228000000,-174,100.1100000000,100.1200000000,0,0,13.300000,99.9700000000,100.1125000000,0.0100000000,2,6,-0.500000,17395.4028000000,-17394.7800000000,-11.5709340554,11.9709340554,-0.2228000000,1114,1739,172,100.1100000000,100.4900000000,1,1,1,0,0.5000000000,nan,100.1200000000,1
133,7.4334000000,-173,100.0800000000,100.1200000000,0,0,13.400000,99.9300000000,100.1066666667,0.0400000000,8,4,0.333333,17295.3234000000,-17287.8900000000,-11.6933371122,18.9033371122,-0.2234000000,1117,1749,173,100.1100000000,100.3400000000,0,1,0,0,nan,nan,100.0900000000,-1
134,-9.8458000000,-173,100.0900000000,100.1200000000,0,0,13.500000,100.0300000000,100.1050000000,0.0300000000,1,1,0.000000,17295.3442000000,-17305.1900000000,-11.8537585247,1.7837585247,-0.2242000000,1121,1764,174,100.1200000000,100.4100000000,0,1,0,0,nan,nan,100.1300000000,1
135,-18.4150000000,-169,100.1000000000,100.1200000000,0,0,13.600000,100.0800000000,100.1100000000,0.0200000000,1,1,0.000000,16895.1050000000,-16913.5200000000,-11.9325155531,-6.7074844469,-0.2250000000,1125,1768,175,100.0600000000,100.4300000000,1,1,0,0,nan,nan,100.0600000000,-1
136,-18.3648000000,-170,100.1200000000,100.1300000000,0,0,13.700000,100.0800000000,100.1207142857,0.0100000000,2,26,-0.857143,16995.2352000000,-17013.6000000000,-11.9325155531,-6.6574844469,-0.2252000000,1126,1777,177,100.1200000000,100.4700000000,1,1,1,0,0.5000000000,nan,100.1200000000,1
137,-31.8342000000,-167,100.1100000000,100.1200000000,0,0,13.800000,100.1600000000,100.1181818182,0.0100000000,9,2,0.636364,16694.8858000000,-16726.7200000000,-12.1600005727,-19.8999994273,-0.2258000000,1129,1792,177,100.0700000000,100.4400000000,1,1,0,0,nan,nan,100.1200000000,1
138,-26.8224000000,-176,100.1100000000,100.1300000000,0,0,13.900000,100.1300000000,100.1207317073,0.0200000000,22,19,0.073171,17596.0576000000,-17622.8800000000,-12.1600005727,-14.8899994273,-0.2276000000,1138,1812,179,100.1100000000,100.5200000000,1,1,1,0,0.0454545455,nan,100.1300000000,1
139,-0.3996000000,-164,100.1200000000,100.1300000000,0,0,14.000000,99.9700000000,100.1230769231,0.0100000000,8,18,-0.384615,16394.6804000000,-16395.0800000000,-13.0783102746,12.4483102746,-0.2304000000,1152,1832,181,100.1200000000,100.4600000000,1,1,1,0,0.1250000000,nan,100.1200000000,-1
140,3.2852000000,-148,100.1100000000,100.1300000000,0,0,14.100000,99.9300000000,100.1135294118,0.0200000000,3,14,-0.647059,14792.9252000000,-14789.6400000000,-14.4212086059,17.4712086059,-0.2352000000,1176,1839,182,100.1200000000,100.3700000000,0,1,0,0,nan,nan,100.1100000000,-1
141,2.0576000000,-140,100.0600000000,100.1300000000,0,0,14.200000,99.9300000000,100.1020000000,0.0700000000,15,10,0.200000,13992.2576000000,-13990.2000000000,-14.8701361715,16.6901361715,-0.2376000000,1188,1845,183,100.1100000000,100.2500000000,0,1,0,0,nan,nan,100.0700000000,-1
142,-1.4602000000,-133,100.0600000000,100.1300000000,0,0,14.300000,99.9500000000,100.0775000000,0.0700000000,2,6,-0.500000,13291.8898000000,-13293.3500000000,-15.0513613538,13.3513613538,-0.2398000000,1199,1848,184,100.0800000000,100.1900000000,0,1,0,0,nan,nan,100.0600000000,-1
143,-0.8888000000,-128,100.0500000000,100.0600000000,0,0,14.400000,99.9400000000,100.0566666667,0.0100000000,2,1,0.333333,12791.4312000000,-12792.3200000000,-15.3354795021,14.2054795021,-0.2412000000,1206,1853,185,100.1000000000,100.2100000000,0,1,0,0,nan,nan,100.0500000000,-1
144,-3.3762000000,-115,100.0400000000,100.0600000000,0,0,14.500000,99.9500000000,100.0533333333,0.0200000000,2,1,0.333333,11490.8738000000,-11494.2500000000,-15.2327354902,11.6127354902,-0.2438000000,1219,1857,186,100.0500000000,100.2500000000,0,1,0,0,nan,nan,100.0400000000,-1
145,-8.0550000000,-111,100.0400000000,100.0500000000,0,0,14.600000,99.9900000000,100.0490000000,0.0100000000,9,1,0.800000,11090.8350000000,-11098.8900000000,-15.1547376100,6.8547376100,-0.2450000000,1225,1866,187,100.0400000000,100.2400000000,1,1,1,0,0.1111111111,nan,100.0400000000,-1
146,1.4272000000,-100,100.0300000000,100.0700000000,0,0,14.700000,99.8900000000,100.0671428571,0.0400000000,13,1,0.857143,9990.4272000000,-9989.0000000000,-14.9954392883,16.1754392883,-0.2472000000,1236,1876,188,100.0200000000,100.1600000000,1,1,0,0,nan,nan,100.0300000000,-1
147,-4.2314000000,-93,100.0700000000,100.1000000000,0,0,14.800000,99.9400000000,100.0850000000,0.0300000000,1,1,0.000000,9290.1886000000,-9294.4200000000,-14.8731585381,10.3931585381,-0.2486000000,1243,1892,190,100.0600000000,100.1500000000,1,1,0,0,nan,nan,100.0600000000,-1
148,-3.1886000000,-81,100.0300000000,100.1200000000,0,0,14.900000,99.9100000000,100.1000000000,0.0900000000,7,2,0.555556,8089.5214000000,-8092.7100000000,-14.9751158705,11.5351158705,-0.2514000000,1257,1896,191,100.0200000000,nan,1,0,0,0,nan,nan,100.0300000000,-1
149,7.4230000000,-75,100.0200000000,100.1000000000,0,0,15.000000,99.7600000000,100.0600000000,0.0800000000,1,1,0.000000,7489.4230000000,-7482.0000000000,-14.8064235758,21.9764235758,-0.2530000000,1265,1899,191,100.0200000000,100.1000000000,1,1,1,1,1.0000000000,1.0000000000,100.0200000000,-1
150,10.1844000000,-74,99.9900000000,100.0300000000,0,0,15.100000,99.7200000000,99.9966666667,0.0400000000,1,5,-0.666667,7389.4644000000,-7379.2800000000,-14.6178004676,24.5478004677,-0.2544000000,1272,1910,192,99.8600000000,100.0200000000,1,0,0,0,nan,nan,99.9900000000,-1
151,11.4264000000,-66,99.9800000000,100.0000000000,0,0,15.200000,99.6700000000,99.9907692308,0.0200000000,7,6,0.076923,6589.6464000000,-6578.2200000000,-13.9745061690,25.1445061690,-0.2564000000,1282,1917,193,99.8300000000,100.0000000000,1,1,0,1,nan,0.1666666667,99.9800000000,-1
152,5.4784000000,-60,99.9700000000,99.9900000000,0,0,15.300000,99.7400000000,99.9727272727,0.0200000000,3,19,-0.727273,5989.8784000000,-5984.4000000000,-13.3374061283,18.5574061283,-0.2584000000,1292,1945,195,99.8200000000,99.9900000000,1,1,0,1,nan,0.0526315789,99.9700000000,-1
153,2.1592000000,-58,99.9500000000,99.9700000000,0,0,15.400000,99.7900000000,99.9605882353,0.0200000000,9,8,0.058824,5789.9792000000,-5787.8200000000,-13.0595358219,14.9595358219,-0.2592000000,1296,1965,197,99.8700000000,99.9700000000,1,1,0,1,nan,0.1250000000,99.9700000000,1
154,0.9418000000,-47,99.9400000000,99.9500000000,0,0,15.500000,99.7800000000,99.9444444444,0.0100000000,4,5,-0.111111,4690.6018000000,-4689.6600000000,-11.8469827893,12.5269827893,-0.2618000000,1309,1997,199,99.8500000000,99.9600000000,1,1,0,0,nan,nan,99.9400000000,-1
155,0.3136000000,-40,99.9300000000,99.9500000000,0,0,15.600000,99.7700000000,99.9380000000,0.0200000000,4,6,-0.200000,3991.1136000000,-3990.8000000000,-10.9147303996,10.9647303996,-0.2636000000,1318,1999,201,nan,nan,0,0,0,0,nan,nan,99.9300000000,-1
156,2.5242000000,-39,99.9200000000,99.9400000000,0,0,15.700000,99.7100000000,99.9315384615,0.0200000000,15,11,0.153846,3891.2142000000,-3888.6900000000,-10.6715728192,12.9315728192,-0.2642000000,1321,2014,201,99.8500000000,99.9400000000,1,1,0,1,nan,0.0909090909,99.9200000000,-1
157,-1.1032000000,-30,99.9100000000,99.9300000000,0,0,15.800000,99.7700000000,99.9161538462,0.0200000000,4,9,-0.384615,2991.9968000000,-2993.1000000000,-9.3175669752,7.9475669752,-0.2668000000,1334,2032,203,99.7100000000,99.9300000000,1,1,0,1,nan,0.1111111111,99.9100000000,-1
158,-1.8004000000,-18,99.8900000000,99.9100000000,0,0,15.900000,99.7300000000,99.9061290323,0.0200000000,25,6,0.612903,1793.3396000000,-1795.1400000000,-7.4976195340,5.4276195340,-0.2696000000,1348,2054,205,99.8400000000,99.9100000000,1,1,0,1,nan,0.1666666667,99.8900000000,-1
159,-3.5480000000,-10,99.8900000000,99.9000000000,0,0,16.000000,99.7800000000,99.8962500000,0.0100000000,15,9,0.250000,994.2520000000,-997.8000000000,-6.1307783375,2.3107783375,-0.2720000000,1360,2072,207,99.7700000000,99.9000000000,1,1,0,1,nan,0.1111111111,99.8900000000,-1
160,-4.6156000000,-4,99.8900000000,99.9000000000,0,0,16.100000,99.8900000000,99.8930000000,0.0100000000,3,7,-0.400000,394.9444000000,-399.5600000000,-5.2172315701,0.3272315701,-0.2744000000,1372,2082,208,99.8500000000,99.9000000000,1,1,0,1,nan,0.1428571429,99.8900000000,-1
161,-4.5440000000,0,99.8800000000,99.9000000000,0,0,16.200000,99.8100000000,99.8969696970,0.0200000000,28,5,0.696970,-4.5440000000,0.0000000000,-4.8200000000,0.0000000000,-0.2760000000,1380,2087,208,99.8400000000,99.9000000000,1,1,0,1,nan,0.2000000000,99.8800000000,-1
162,-4.8018000000,9,99.8800000000,99.8900000000,0,0,16.300000,99.8500000000,99.8847368421,0.0100000000,18,20,-0.052632,-903.4518000000,898.6500000000,-4.8100000000,-0.2700000000,-0.2782000000,1391,2119,210,99.8000000000,99.8900000000,1,1,0,1,nan,0.0500000000,99.8800000000,-1
